Date,Department,Age,Employees
200806,Environment and Climate Change Canada,55-59,612
200809,Indigenous and Northern Affairs Canada,40-44,612
201003,Canadian Food Inspection Agency,25-29,612
201009,Canadian Food Inspection Agency,25-29,612
201206,Shared Services Canada,40-44,612
201212,Global Affairs Canada,55-59,612
201309,Department of Justice Canada,50-54,612
201412,Agriculture and Agri-Food Canada,35-39,612
201303,Veterans Affairs Canada,45-49,611
201312,Public Services and Procurement Canada,60-64,611
201409,Public Services and Procurement Canada,60-64,611
201506,Global Affairs Canada,55-59,611
200809,Parks Canada,55-59,610
200909,Statistics Canada,25-29,610
201009,Parks Canada,40-44,610
201303,Global Affairs Canada,55-59,610
201309,Statistics Canada,55-59,610
201409,Immigration Refugees and Citizenship Canada,25-29,610
200806,Indigenous and Northern Affairs Canada,40-44,609
200806,Royal Canadian Mounted Police (Civilian Staff),55-59,609
200909,Parks Canada,40-44,609
201009,Immigration Refugees and Citizenship Canada,40-44,609
201212,Canada Revenue Agency,65-69,609
201306,Public Services and Procurement Canada,60-64,609
201406,Global Affairs Canada,55-59,609
201409,Agriculture and Agri-Food Canada,35-39,609
201512,Natural Resources Canada,55-59,609
200809,Parks Canada,40-44,608
201009,Correctional Service Canada,60-64,608
201012,Canadian Food Inspection Agency,25-29,608
201109,Immigration Refugees and Citizenship Canada,40-44,608
201212,Innovation Science and Economic Development Canada,30-34,608
201306,Parks Canada,45-49,608
201309,Transport Canada,40-44,608
201309,National Research Council Canada,45-49,608
201509,Natural Resources Canada,55-59,608
201512,Fisheries and Oceans Canada,25-29,608
201512,Immigration Refugees and Citizenship Canada,25-29,608
200903,Indigenous and Northern Affairs Canada,35-39,607
201109,Canadian Food Inspection Agency,25-29,607
201212,Natural Resources Canada,45-49,607
201203,Parks Canada,45-49,606
201303,Natural Resources Canada,45-49,606
201403,Agriculture and Agri-Food Canada,35-39,606
201403,Public Services and Procurement Canada,60-64,606
201603,Global Affairs Canada,55-59,606
201603,Natural Resources Canada,55-59,606
200803,Indigenous and Northern Affairs Canada,40-44,605
201203,Canada Border Services Agency,20-24,605
201306,Innovation Science and Economic Development Canada,30-34,605
201306,Statistics Canada,55-59,605
201106,Immigration Refugees and Citizenship Canada,40-44,604
201206,Parks Canada,35-39,604
201212,Veterans Affairs Canada,45-49,604
201303,Innovation Science and Economic Development Canada,30-34,604
201306,Transport Canada,40-44,604
201506,Agriculture and Agri-Food Canada,35-39,604
200812,Innovation Science and Economic Development Canada,55-59,603
201406,Shared Services Canada,55-59,603
201409,Parks Canada,40-44,603
201412,Natural Resources Canada,55-59,603
201506,Natural Resources Canada,55-59,603
201203,National Research Council Canada,40-44,602
201603,National Defence,65-69,602
200803,Veterans Affairs Canada,40-44,601
200803,Natural Resources Canada,55-59,601
200806,Veterans Affairs Canada,40-44,601
200812,Veterans Affairs Canada,40-44,601
201306,Department of Justice Canada,30-34,601
201309,Public Services and Procurement Canada,60-64,601
201509,Global Affairs Canada,55-59,601
200806,Natural Resources Canada,55-59,600
200906,Immigration Refugees and Citizenship Canada,30-34,600
201206,Agriculture and Agri-Food Canada,30-34,600
201206,Statistics Canada,25-29,600
201006,Parks Canada,30-34,599
201109,Environment and Climate Change Canada,25-29,599
201309,Innovation Science and Economic Development Canada,30-34,599
201206,Immigration Refugees and Citizenship Canada,40-44,598
201209,Natural Resources Canada,55-59,598
201012,Immigration Refugees and Citizenship Canada,35-39,597
201403,Shared Services Canada,55-59,597
200803,Natural Resources Canada,40-44,596
200912,Immigration Refugees and Citizenship Canada,40-44,596
200912,Public Services and Procurement Canada,20-24,596
201303,Parks Canada,50-54,596
201306,Natural Resources Canada,45-49,596
201003,Transport Canada,35-39,595
201409,Natural Resources Canada,55-59,595
201412,Global Affairs Canada,55-59,595
201512,Global Affairs Canada,55-59,595
200812,Indigenous and Northern Affairs Canada,35-39,594
200903,Veterans Affairs Canada,40-44,594
201009,Canada Border Services Agency,20-24,594
201512,Canada Border Services Agency,20-24,594
200809,Veterans Affairs Canada,40-44,593
200809,Natural Resources Canada,55-59,593
200812,Transport Canada,35-39,593
201009,Statistics Canada,25-29,593
201412,Employment and Social Development Canada,20-24,593
200903,Transport Canada,35-39,592
201003,Royal Canadian Mounted Police (Civilian Staff),25-29,592
201006,Correctional Service Canada,60-64,592
201406,Parks Canada,55-59,592
201406,Immigration Refugees and Citizenship Canada,25-29,592
200909,National Research Council Canada,35-39,591
200912,Royal Canadian Mounted Police (Civilian Staff),25-29,591
201303,Natural Resources Canada,55-59,591
200803,Royal Canadian Mounted Police (Civilian Staff),55-59,590
200809,Royal Canadian Mounted Police (Civilian Staff),30-34,589
201209,Shared Services Canada,35-39,589
201312,Innovation Science and Economic Development Canada,30-34,589
201412,Innovation Science and Economic Development Canada,30-34,589
200803,Innovation Science and Economic Development Canada,55-59,588
200809,Environment and Climate Change Canada,25-29,588
200903,Innovation Science and Economic Development Canada,55-59,588
200906,Parks Canada,35-39,588
200909,Parks Canada,35-39,588
200912,National Research Council Canada,35-39,588
201406,Natural Resources Canada,55-59,588
201206,National Research Council Canada,40-44,586
200803,Indigenous and Northern Affairs Canada,35-39,585
201112,Environment and Climate Change Canada,25-29,585
201203,Environment and Climate Change Canada,25-29,585
201209,Immigration Refugees and Citizenship Canada,40-44,585
201212,Natural Resources Canada,55-59,584
201306,Immigration Refugees and Citizenship Canada,40-44,584
201112,Transport Canada,35-39,583
201309,Global Affairs Canada,25-29,583
200903,Natural Resources Canada,40-44,582
200906,Innovation Science and Economic Development Canada,55-59,582
200909,Correctional Service Canada,60-64,582
201306,Veterans Affairs Canada,45-49,582
201312,Shared Services Canada,55-59,582
201403,Natural Resources Canada,55-59,582
200909,Immigration Refugees and Citizenship Canada,40-44,581
201006,Transport Canada,35-39,581
201209,National Research Council Canada,40-44,581
201412,Fisheries and Oceans Canada,25-29,581
200809,Department of Justice Canada,30-34,580
200903,Immigration Refugees and Citizenship Canada,30-34,580
200906,Fisheries and Oceans Canada,20-24,580
201403,Employment and Social Development Canada,20-24,580
201409,Global Affairs Canada,55-59,580
201509,Parks Canada,45-49,580
200809,Innovation Science and Economic Development Canada,55-59,579
200912,Innovation Science and Economic Development Canada,55-59,579
201206,Parks Canada,20-24,579
200806,Royal Canadian Mounted Police (Civilian Staff),30-34,578
201306,Natural Resources Canada,55-59,578
201309,Parks Canada,45-49,578
201403,Innovation Science and Economic Development Canada,30-34,578
201603,Agriculture and Agri-Food Canada,35-39,578
200906,Immigration Refugees and Citizenship Canada,40-44,577
201309,Department of Justice Canada,30-34,577
201406,Indigenous and Northern Affairs Canada,30-34,577
201409,Parks Canada,45-49,577
201309,Natural Resources Canada,45-49,576
201409,Transport Canada,35-39,576
200906,Veterans Affairs Canada,40-44,575
201112,Parks Canada,55-59,575
201203,Transport Canada,35-39,575
201306,Parks Canada,20-24,575
201506,Parks Canada,45-49,575
200803,Royal Canadian Mounted Police (Civilian Staff),30-34,574
200906,Correctional Service Canada,60-64,574
201006,Immigration Refugees and Citizenship Canada,40-44,574
201206,Canada Revenue Agency,65-69,574
201312,Department of Justice Canada,30-34,574
201406,Parks Canada,40-44,574
201406,Transport Canada,35-39,574
200806,Natural Resources Canada,40-44,573
201003,National Research Council Canada,35-39,573
201109,Transport Canada,35-39,573
201403,Natural Resources Canada,45-49,572
201503,Innovation Science and Economic Development Canada,30-34,572
200806,Department of Justice Canada,30-34,571
200806,Public Services and Procurement Canada,20-24,571
200909,Innovation Science and Economic Development Canada,55-59,571
200912,Transport Canada,35-39,571
201109,Parks Canada,30-34,571
200803,Immigration Refugees and Citizenship Canada,40-44,570
200806,Immigration Refugees and Citizenship Canada,40-44,570
200809,Immigration Refugees and Citizenship Canada,40-44,570
200903,Immigration Refugees and Citizenship Canada,40-44,570
200906,Parks Canada,30-34,570
201006,Innovation Science and Economic Development Canada,25-29,570
201012,Veterans Affairs Canada,55-59,570
201112,Canadian Food Inspection Agency,25-29,570
201209,Agriculture and Agri-Food Canada,30-34,570
201312,Natural Resources Canada,55-59,570
201503,Natural Resources Canada,40-44,570
201603,Canada Border Services Agency,20-24,570
200806,Innovation Science and Economic Development Canada,55-59,569
200906,Transport Canada,35-39,569
200912,Veterans Affairs Canada,55-59,569
201012,Parks Canada,55-59,569
201106,Correctional Service Canada,20-24,569
201203,Canada Revenue Agency,65-69,569
201403,Department of Justice Canada,30-34,569
201403,Transport Canada,35-39,569
201509,Agriculture and Agri-Food Canada,35-39,569
200909,Royal Canadian Mounted Police (Civilian Staff),25-29,568
201003,Innovation Science and Economic Development Canada,25-29,568
201103,Natural Resources Canada,35-39,568
201212,Agriculture and Agri-Food Canada,30-34,568
200809,Indigenous and Northern Affairs Canada,35-39,567
200909,Transport Canada,35-39,567
201603,National Research Council Canada,40-44,567
200812,Immigration Refugees and Citizenship Canada,30-34,566
200812,Immigration Refugees and Citizenship Canada,40-44,566
201009,Immigration Refugees and Citizenship Canada,35-39,566
201103,Natural Resources Canada,40-44,566
201203,Transport Canada,30-34,566
201209,Canada Revenue Agency,65-69,566
201409,Innovation Science and Economic Development Canada,30-34,566
201503,Environment and Climate Change Canada,25-29,566
201512,Natural Resources Canada,40-44,566
201603,Natural Resources Canada,40-44,566
201012,Innovation Science and Economic Development Canada,25-29,565
201106,Agriculture and Agri-Food Canada,25-29,565
201312,Natural Resources Canada,45-49,565
201512,Parks Canada,35-39,565
200909,Veterans Affairs Canada,40-44,564
201009,Veterans Affairs Canada,55-59,564
201403,Environment and Climate Change Canada,25-29,564
201403,Natural Resources Canada,40-44,564
201003,Innovation Science and Economic Development Canada,55-59,563
201309,Natural Resources Canada,55-59,563
201406,Innovation Science and Economic Development Canada,30-34,563
200809,Natural Resources Canada,40-44,562
200903,Indigenous and Northern Affairs Canada,30-34,562
200903,National Research Council Canada,35-39,562
200906,National Research Council Canada,35-39,562
200912,Veterans Affairs Canada,40-44,562
201103,Indigenous and Northern Affairs Canada,25-29,562
201203,Parks Canada,55-59,562
200903,Correctional Service Canada,60-64,561
201003,Natural Resources Canada,40-44,561
201006,Correctional Service Canada,20-24,561
201106,Transport Canada,30-34,561
201112,Natural Resources Canada,35-39,561
201303,Environment and Climate Change Canada,25-29,561
201512,Parks Canada,40-44,561
200806,Indigenous and Northern Affairs Canada,35-39,560
200906,Natural Resources Canada,40-44,560
200912,Innovation Science and Economic Development Canada,25-29,560
201103,Transport Canada,35-39,560
201212,National Research Council Canada,40-44,560
201409,Parks Canada,35-39,560
201512,Agriculture and Agri-Food Canada,35-39,560
200809,Parks Canada,35-39,559
200812,Veterans Affairs Canada,55-59,559
200812,Natural Resources Canada,40-44,559
200903,Veterans Affairs Canada,55-59,559
201003,Veterans Affairs Canada,40-44,559
201006,Veterans Affairs Canada,55-59,559
201012,Natural Resources Canada,35-39,559
201103,Veterans Affairs Canada,55-59,559
201103,Transport Canada,30-34,559
201106,Transport Canada,35-39,559
201206,Environment and Climate Change Canada,25-29,559
201303,Natural Resources Canada,40-44,559
201309,Shared Services Canada,55-59,559
200809,Immigration Refugees and Citizenship Canada,30-34,558
201003,Veterans Affairs Canada,55-59,558
201103,Parks Canada,55-59,558
201306,Parks Canada,55-59,558
201506,Innovation Science and Economic Development Canada,30-34,558
201603,Parks Canada,35-39,558
200806,Agriculture and Agri-Food Canada,25-29,557
200806,Veterans Affairs Canada,55-59,557
200812,Royal Canadian Mounted Police (Civilian Staff),25-29,557
201006,National Research Council Canada,35-39,557
201009,Parks Canada,30-34,557
201009,Natural Resources Canada,40-44,557
201112,Veterans Affairs Canada,55-59,557
201206,Canadian Food Inspection Agency,25-29,557
201206,Transport Canada,35-39,557
201209,Parks Canada,40-44,557
201312,Natural Resources Canada,40-44,557
201406,Natural Resources Canada,45-49,557
201512,Parks Canada,55-59,557
201003,Natural Resources Canada,35-39,556
201009,Transport Canada,35-39,556
201012,Natural Resources Canada,40-44,556
201109,Natural Resources Canada,35-39,556
201112,Transport Canada,30-34,556
201309,Natural Resources Canada,40-44,556
201406,Parks Canada,45-49,556
201409,Natural Resources Canada,45-49,556
201603,Parks Canada,40-44,556
